"question","answer"
"Compare the federal funds effective rate to the monthly inflation rate expressed as a percentage based on the consumer price index for urban consumers since 1970","with cpi_data as (SELECT date,
                         value,
                         lag(value) OVER (ORDER BY date) as prev_value
                  FROM   financial_data_package.cybersyn.financial_fred_timeseries
                  WHERE  variable_name ilike '%Consumer Price Index%Urban Consumers%'
                     and date >= '1970-01-01'), 
inflation_rate as (SELECT date,
                          (value - prev_value) / prev_value * 100 as monthly_inflation_rate
                   FROM   cpi_data
                   WHERE  prev_value is not null), 
federal_funds_rate as (SELECT date,
                              value as federal_funds_rate
                              FROM   financial_data_package.cybersyn.financial_fred_timeseries
                              WHERE  variable_name = 'Federal Funds Effective Rate'
                                     and date >= '1970-01-01'
                       )
SELECT i.date,
       i.monthly_inflation_rate,
       f.federal_funds_rate
FROM   inflation_rate i join federal_funds_rate f
        ON i.date = f.date
ORDER BY i.date;"
"What is the running total of CFBP complaints by product in 2022?","SELECT product,
       date_received,
       count(*) OVER (PARTITION BY product
                      ORDER BY date_received) as running_total
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  date_received >= '2022-01-01'
   and date_received < '2023-01-01'
ORDER BY product, date_received"
"Among the top 10 financial institutions in terms of the mean number of complaints annually between 2020 and 2022, what is the distribution of the total number of complaints received annually per institution by the CFPB?","with companies_complaints as (SELECT company,
                                     date_trunc('YEAR', date_received) as year,
                                     count(*) as complaints_count
                              FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                              WHERE  date_received between '2020-01-01'
                                 and '2022-12-31'
                              GROUP BY company, year having count(*) > 0), top_10_companies as (SELECT company,
                                                                         avg(complaints_count) as mean_complaints_count
                                                                  FROM   companies_complaints
                                                                  GROUP BY company
                                                                  ORDER BY mean_complaints_count desc limit 10)
SELECT company,
       date_trunc('YEAR', date_received) as year,
       count(*) as annual_complaints_count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  company in (SELECT company
                   FROM   top_10_companies) and date_received between '2020-01-01' and '2022-12-31'
GROUP BY company, year"
"How many of the new branches that were opened since 2020 are from banks new to the state, and which state are they in? ","with new_branches as (SELECT id_rssd_parent,
                             state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY id_rssd_parent, state_abbreviation), pre2020_branches as (SELECT id_rssd_parent,
                                                                          state_abbreviation
                                                                   FROM   financial_data_package.cybersyn.financial_branch_entities
                                                                   WHERE  start_date < '2020-01-01'
                                                                      and end_date is null
                                                                   GROUP BY id_rssd_parent, state_abbreviation)
SELECT new_branches.state_abbreviation,
       new_branch_count
FROM   new_branches
    LEFT JOIN pre2020_branches
        ON (new_branches.id_rssd_parent = pre2020_branches.id_rssd_parent and
           new_branches.state_abbreviation = pre2020_branches.state_abbreviation)
WHERE  pre2020_branches.id_rssd_parent is null
ORDER BY new_branch_count desc;"
"Among the top 10 companies in terms of the total number of complaints received between 2018 and 2022 by CFPB, what is the percentage breakdown of the various companies' responses to customers?","with top_10_companies as (SELECT company,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_received between '2018-01-01'
                             and '2022-12-31'
                          GROUP BY company
                          ORDER BY complaints_count desc limit 10), company_responses as (SELECT company,
                                                                       company_response_to_consumer,
                                                                       count(*) as response_count
                                                                FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                WHERE  date_received between '2018-01-01'
                                                                   and '2022-12-31'
                                                                   and company in (SELECT company
                                                                                FROM   top_10_companies)
                                                                GROUP BY company, company_response_to_consumer)
SELECT company,
       company_response_to_consumer,
       response_count,
       response_count*100.0/sum(response_count) OVER (PARTITION BY company) as percentage
FROM   company_responses
ORDER BY company, percentage desc"
"Since 2020, how many new branches have banks opened in each state?","with new_branches as (SELECT state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY state_abbreviation)
SELECT state_abbreviation,
       new_branch_count
FROM   new_branches
ORDER BY new_branch_count desc;"
"Among the top 10 companies in terms of the total number of complaints received between 2018 and 2022 by CFPB, what are the percentages of each company's various responses to customers?","with top_10_companies as (SELECT company,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_received between '2018-01-01'
                             and '2022-12-31'
                          GROUP BY company
                          ORDER BY complaints_count desc limit 10), company_responses as (SELECT company,
                                                                       company_response_to_consumer,
                                                                       count(*) as response_count
                                                                FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                WHERE  date_received between '2018-01-01'
                                                                   and '2022-12-31'
                                                                   and company in (SELECT company
                                                                                FROM   top_10_companies)
                                                                GROUP BY company, company_response_to_consumer)
SELECT company,
       company_response_to_consumer,
       response_count,
       response_count * 100.0 / sum(response_count) OVER (PARTITION BY company) as percentage
FROM   company_responses
ORDER BY company, percentage desc"
"Compare the seasonally adjusted Consumer Price Index for urban consumers to the Federal Funds Effective Rate","SELECT a.date,
       a.value as cpi,
       b.value as federal_funds_rate
FROM   financial_data_package.cybersyn.financial_fred_timeseries a 
INNER join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date
WHERE  a.variable like '%Consumer Price Index%Urban Consumers%Seasonally adjusted%'
   and b.variable = 'Federal Funds Effective Rate'
ORDER BY a.date;"
"Among the top 10 companies in terms of the total number of complaints received between 2020 and 2022 by CFPB, what are the various companies' responses to customers in each year expressed in percentage terms?","with top_10_companies as (SELECT company,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_received between '2020-01-01'
                             and '2022-12-31'
                          GROUP BY company
                          ORDER BY complaints_count desc limit 10), company_responses as (SELECT company,
                                                                       company_response_to_consumer,
                                                                       date_trunc('YEAR', date_received) as year,
                                                                       count(*) as response_count
                                                                FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                WHERE  date_received between '2020-01-01'
                                                                   and '2022-12-31'
                                                                   and company in (SELECT company
                                                                                FROM   top_10_companies)
                                                                GROUP BY company, company_response_to_consumer, year)
SELECT company,
       year,
       company_response_to_consumer,
       response_count * 100.0 / sum(response_count) OVER (PARTITION BY company,
                                                                       year) as percentage
FROM   company_responses
ORDER BY company, year, percentage desc"
"What are the names of the top 5 customers in terms of total sales?","SELECT c.c_name AS customer_name, SUM(l.l_quantity * l.l_extendedprice) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON c.c_custkey = o.o_custkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey
GROUP BY customer_name
ORDER BY total_sales DESC
LIMIT 5"
"What is the total sales and number of customers for each region?","SELECT r.r_name AS region, COUNT(DISTINCT c.c_custkey) AS number_of_customers, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey
GROUP BY region"
"What are the banks with the highest number of new branches since 2020?","The corrected SQL code is:

```
WITH new_branches AS (
    SELECT id_rssd_parent, COUNT(*) AS new_branch_count
    FROM financial_data_package.cybersyn.financial_branch_entities
    WHERE start_date >= '2020-01-01'
    GROUP BY id_rssd_parent
), bank_names AS (
    SELECT id_rssd, name
    FROM financial_data_package.cybersyn.financial_institution_entities
)
SELECT name, new_branch_count
FROM bank_names
INNER JOIN new_branches ON (bank_names.id_rssd = new_branches.id_rssd_parent)
ORDER BY new_branch_count DESC;
```

The error message was caused by the reference to an invalid column name in the `SELECT` clause of the `bank_names` subquery. The column `name_parent` does not exist in the `financial_institution_entities` table. I have corrected this by selecting the `name` column instead."
"Calculate the total quarterly net income for the banking industry over the last four decades","SELECT att.variable_name,
       ts.date,
       ts.value
FROM financial_data_package.cybersyn.financial_fred_timeseries AS ts
JOIN financial_data_package.cybersyn.financial_fred_attributes AS att ON (ts.variable = att.variable)
WHERE att.variable_name = 'Income and Expense: Net Income (Loss) Attributable to Bank, Not seasonally adjusted, Quarterly, USD'
  AND ts.date >= '1984-01-01';"
"Among the top 10 companies in terms of the total number of complaints received between 2020 and 2022 by CFPB, what are the various companies' responses to customers expressed in percentage terms?","with top_10_companies as (SELECT company,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_received between '2020-01-01'
                             and '2022-12-31'
                          GROUP BY company
                          ORDER BY complaints_count desc limit 10), company_responses as (SELECT company,
                                                                       company_response_to_consumer,
                                                                       count(*) as response_count
                                                                FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                WHERE  date_received between '2020-01-01'
                                                                   and '2022-12-31'
                                                                   and company in (SELECT company
                                                                                FROM   top_10_companies)
                                                                GROUP BY company, company_response_to_consumer)
SELECT company,
       company_response_to_consumer,
       response_count * 100.0 / sum(response_count) OVER (PARTITION BY company) as percentage
FROM   company_responses
ORDER BY company, percentage desc"
"Randomly sample 10 CFPB customer complaints from the institution with the most number of complaints","SELECT company,
       consumer_complaint_narrative
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  company = (SELECT company
                  FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                  GROUP BY company
                  ORDER BY count(*) desc limit 1) and consumer_complaint_narrative is not null
ORDER BY random() limit 10"
"How many CFPB complaints were there by state?","SELECT state,
       count(*) as count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
GROUP BY state
ORDER BY count desc"
"What is the 30 year fixed rate mortgage average in the united states?","SELECT avg(value) as avg_rate
FROM   financial_data_package.cybersyn.financial_fred_timeseries
WHERE  variable = 'MORTGAGE30US'"
"What are the first 10 rows in the FINANCIAL_BRANCH_ENTITIES table?","SELECT ID_RSSD, ID_RSSD_PARENT, NAME_PARENT, BRANCH_NAME, CATEGORY, IS_ACTIVE, START_DATE, END_DATE, ADDRESS, ADDRESS_LINE2, CITY, STATE_ABBREVIATION, ZIP_CODE, ID_COUNTRY, ID_STATE, ID_COUNTY, ID_ZIP
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_BRANCH_ENTITIES
LIMIT 10"
"How many CPFB complaints of each product were made in 2022","SELECT product,
       count(*) as count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  date_received between '2022-01-01'
   and '2022-12-31'
GROUP BY product
ORDER BY count desc"
"Among the top 5 companies in terms of the total number of complaints received between 2020 and 2022 by CFPB, what is the percentage breakdown of the various companies' responses to customers in each year?","with top_5_companies as (SELECT company,
                                count(*) as total_complaints
                         FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                         WHERE  date_received between '2020-01-01'
                            and '2022-12-31'
                         GROUP BY company
                         ORDER BY total_complaints desc limit 5), company_responses as (SELECT company,
                                                                      company_response_to_consumer,
                                                                      date_trunc('year', date_received) as year,
                                                                      count(*) as response_count
                                                               FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                               WHERE  date_received between '2020-01-01'
                                                                  and '2022-12-31'
                                                                  and company in (SELECT company
                                                                               FROM   top_5_companies)
                                                               GROUP BY company, company_response_to_consumer, year)
SELECT company,
       year,
       company_response_to_consumer,
       response_count,
       response_count*100.0/sum(response_count) OVER (PARTITION BY company,
                                                                   year) as percentage
FROM   company_responses
ORDER BY company, year, percentage desc"
"What are the first 10 rows in the GEOGRAPHY_HIERARCHY table?","SELECT PARENT_GEO_ID, GEO_ID
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.GEOGRAPHY_HIERARCHY
LIMIT 10"
"What is the mean monthly not seasonally adjusted unemployment rates of Canada between 2007 and 2022","SELECT date,
       avg(value) as avg_unemployment_rate
FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries
WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
   and date between '2007-01-01'
   and '2022-12-31'
   and geo_id like '%CA%'
GROUP BY date
ORDER BY date;"
"What are the first 10 rows in the FINANCIAL_INSTITUTION_EVENTS table?","SELECT ID_RSSD_SUCCESSOR, NAME_SUCCESSOR, ACTIVE_SUCCESSOR, CATEGORY_SUCCESSOR, ID_RSSD_PREDECESSOR, NAME_PREDECESSOR, ACTIVE_PREDECESSOR, CATEGORY_PREDECESSOR, TRANSACTION_DATE, TRANSFORMATION_TYPE, MERGER_ACCOUNTING_METHOD_UTILIZED
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_INSTITUTION_EVENTS
LIMIT 10"
"What are the number of countries in each region, in descending order?","SELECT r.r_name AS region_name, COUNT(DISTINCT n.n_name) AS num_countries
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r 
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON r.r_regionkey = n.n_regionkey
GROUP BY region_name
ORDER BY num_countries DESC"
"What are the top 3 customers by sales ranking for each of the top 2 regions by total sales?","WITH
  sales_by_region AS (
    SELECT
      r.r_name AS region_name,
      c.c_name AS customer_name,
      SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
    FROM
      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey
      JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey
    GROUP BY
      region_name,
      customer_name
  ),
  ranked_sales AS (
    SELECT
      region_name,
      customer_name,
      total_sales,
      RANK() OVER (
        PARTITION BY region_name
        ORDER BY total_sales DESC
      ) AS sales_rank
    FROM
      sales_by_region
  )
SELECT *
FROM ranked_sales
WHERE region_name IN (
  SELECT
    r.r_name
  FROM
    SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON c.c_nationkey = n.n_nationkey
    JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r ON n.n_regionkey = r.r_regionkey
  GROUP BY
    r.r_name
  ORDER BY
    SUM(l.l_extendedprice * (1 - l.l_discount)) DESC
  LIMIT 2
)
AND sales_rank <= 3;"
"What are the names of the top three customers in terms of total sales?","SELECT c.c_name AS customer_name, SUM(l.l_quantity * l.l_extendedprice) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON c.c_custkey = o.o_custkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey
GROUP BY customer_name
ORDER BY total_sales DESC
LIMIT 3"
"What are the total sales for each year for the most popular part?","SELECT 
  TO_CHAR(o.o_orderdate, 'YYYY') AS order_year, 
  SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM 
  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART p ON l.l_partkey = p.p_partkey
WHERE 
  p.p_name = (
    SELECT 
      p_name 
    FROM 
      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.PART 
    JOIN 
      SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM ON p_partkey = l_partkey 
    GROUP BY 
      p_name 
    ORDER BY 
      SUM(l_quantity) DESC 
    LIMIT 1
  )
GROUP BY 
  order_year
ORDER BY 
  order_year;"
"Among the top 10 zip codes in terms of the total number of complaints received between 2018 and 2022 by CFPB, what is the percentage breakdown of the various responses to customers? ","with top_10_zip_codes as (SELECT id_zip,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_trunc('year', date_received) between '2018-01-01'
                             and '2022-12-31'
                          GROUP BY id_zip
                          ORDER BY complaints_count desc limit 10), zip_code_company_responses as (SELECT id_zip,
                                                                                company_response_to_consumer,
                                                                                count(*) as response_count
                                                                         FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                         WHERE  date_trunc('year', date_received) between '2018-01-01'
                                                                            and '2022-12-31'
                                                                            and id_zip in (SELECT id_zip
                                                                                        FROM   top_10_zip_codes)
                                                                         GROUP BY id_zip, company_response_to_consumer)
SELECT id_zip,
       company_response_to_consumer,
       response_count,
       response_count*100.0/sum(response_count) OVER (PARTITION BY id_zip) as percentage
FROM   zip_code_company_responses
WHERE  id_zip in (SELECT id_zip
                  FROM   top_10_zip_codes)
ORDER BY id_zip, percentage desc"
"What are the first 10 rows in the GEOGRAPHY_OVERLAPS table?","SELECT GEO_ID, OVERLAPS_WITH
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.GEOGRAPHY_OVERLAPS
LIMIT 10"
"Which is the zip code with the most number of bank branches","SELECT id_zip,
       count(*) as branch_count
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  end_date is null
GROUP BY id_zip
ORDER BY branch_count desc limit 1;"
"Using the BLS Price time series, calculate the monthly inflation percentage of airline fares using the consumer price index of airline fares since 1980","with airline_cpi as (SELECT date_trunc('month', date) as month,
                            value as cpi
                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_price_timeseries
                     WHERE  variable_name ilike 'cpi%airline fares%monthly%'
                        and date >= '1980-01-01'), monthly_inflation as (SELECT month,
                                                        (cpi - lag(cpi) OVER (ORDER BY month)) / lag(cpi) OVER (ORDER BY month) * 100 as inflation_percentage
                                                 FROM   airline_cpi)
SELECT month,
       inflation_percentage
FROM   monthly_inflation
WHERE  inflation_percentage is not null
ORDER BY month;"
"For each type of complaint made to CFPB between 2020 and 2022, what is the probability of receiving monetary relief as a company response to consumer?","with complaints_product_response as (SELECT product,
                                            company_response_to_consumer,
                                            count(*) as count
                                     FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                     WHERE  date_received between '2020-01-01'
                                        and '2022-12-31'
                                     GROUP BY product, company_response_to_consumer), complaints_product as (SELECT product,
                                                                               count(*) as n_complaints
                                                                        FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                        WHERE  date_received between '2020-01-01'
                                                                           and '2022-12-31'
                                                                        GROUP BY product)
SELECT r.product,
       100*r.count/n_complaints as prob_relief
FROM   complaints_product_response as r
    INNER JOIN complaints_product as p
        ON p.product = r.product
WHERE  r.company_response_to_consumer like '% monetary relief';"
"What are the first 10 rows in the FINANCIAL_INSTITUTION_TIMESERIES table?","SELECT ID_RSSD, VARIABLE, VARIABLE_NAME, VALUE, UNIT, DATE
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_INSTITUTION_TIMESERIES
LIMIT 10"
"What are the first 10 rows in the FINANCIAL_CFPB_COMPLAINT table?","SELECT ID_ZIP, ID_STATE, PRODUCT, SUB_PRODUCT, ISSUE, SUB_ISSUE, COMPANY, CONSUMER_COMPLAINT_NARRATIVE, COMPANY_PUBLIC_RESPONSE, COMPANY_RESPONSE_TO_CONSUMER, STATE, ZIP_CODE, TAGS, CONSUMER_CONSENT_PROVIDED, SUBMITTED_VIA, CONSUMER_DISPUTED, DATE_RECEIVED, DATE_SENT_TO_COMPANY, TIMELY_RESPONSE
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_CFPB_COMPLAINT
LIMIT 10"
"Compare the states mean monthly not seasonally adjusted unemployment rates in 2008-2010 versus 2020-2022 and select the 10 states with the biggest differences","with unemployment_rate_2008_2010 as (SELECT geo_name,
                                            avg(value) as avg_unemployment_rate
                                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                             ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                     WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                        and date between '2008-01-01'
                                        and '2010-12-31'
                                        and level = 'State'
                                     GROUP BY geo_name), unemployment_rate_2020_2022 as (SELECT geo_name,
                                                           avg(value) as avg_unemployment_rate
                                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                                            ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                                    WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                                       and date between '2020-01-01'
                                                       and '2022-12-31'
                                                       and level = 'State'
                                                    GROUP BY geo_name), differences as (SELECT u1.geo_name,
                                           u1.avg_unemployment_rate as avg_unemployment_rate_2008_2010,
                                           u2.avg_unemployment_rate as avg_unemployment_rate_2020_2022,
                                           u2.avg_unemployment_rate - u1.avg_unemployment_rate as difference
                                    FROM   unemployment_rate_2008_2010 u1 join unemployment_rate_2020_2022 u2
                                            ON u1.geo_name = u2.geo_name)
SELECT geo_name,
       avg_unemployment_rate_2008_2010,
       avg_unemployment_rate_2020_2022,
       difference
FROM   differences
ORDER BY abs(difference) desc limit 10;"
"What are the first 10 rows in the FINANCIAL_INSTITUTION_HIERARCHY table?","SELECT ID_RSSD_PARENT, NAME_PARENT, ACTIVE_PARENT, CATEGORY_PARENT, ID_RSSD_OFFSPRING, NAME_OFFSPRING, ACTIVE_OFFSPRING, CATEGORY_OFFSPRING, RELATIONSHIP_TERMINATED, PARENT_CONTROLS_OFFSPRING, PERCENT_CONTROL_OF_OFFSPRING, RELATIONSHIP_LEVEL
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_INSTITUTION_HIERARCHY
LIMIT 10"
"Using the BLS Price time series, calculate the monthly percentage change in airline fares using the consumer price index of airline fares since 1980","with airline_cpi as (SELECT date_trunc('month', date) as month,
                            value as cpi
                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_price_timeseries
                     WHERE  variable_name ilike 'CPI%Airline Fares%Not Seasonally Adjusted%Monthly%'
                        and date >= '1980-01-01'), monthly_percentage_change as (SELECT month,
                                                                (cpi - lag(cpi) OVER (ORDER BY month)) / lag(cpi) OVER (ORDER BY month) * 100 as percentage_change
                                                         FROM   airline_cpi)
SELECT month,
       percentage_change
FROM   monthly_percentage_change
WHERE  percentage_change is not null
ORDER BY month DESC;"
"Compare the Bank Prime Loan Rate to the Federal Funds Effective Rate","SELECT a.date,
       a.value as bank_prime_loan_rate,
       b.value as federal_funds_effective_rate
FROM   financial_data_package.cybersyn.financial_fred_timeseries a join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date
WHERE  a.variable_name like '%Bank Prime Loan Rate%'
   and b.variable_name = 'Federal Funds Effective Rate'
ORDER BY a.date;"
"What are the first 10 rows in the FINANCIAL_INSTITUTION_ENTITIES table?","SELECT ID_RSSD, NAME, CATEGORY, IS_ACTIVE, ADDRESS, CITY, STATE_ABBREVIATION, ZIP_CODE, URL, START_DATE, END_DATE, CHARTERING_AUTHORITY, CHARTER_TYPE, FEDERAL_REGULATOR, ENTITY_TYPE, INSURER, FDIC_CERT, OCC_ID, THRIFT_ID, ID_COUNTRY, ID_STATE, ID_COUNTY, ID_ZIP, LEGAL_ENTITY_IDENTIFIER, EMPLOYER_IDENTIFICATION_NUMBER, REASON_FOR_ENTITY_TERMINATION, INTERNATIONAL_BANKING_FACILITY, NAICS_CODE, MAJORITY_OWNED_BY_MINORITY_OR_WOMEN, SPECIALIZATION_GROUP
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_INSTITUTION_ENTITIES
LIMIT 10"
"What are the average hourly earnings of employees in accommodation and food services in Hawaii since 2010?","SELECT L.GEO_ID, GEO_NAME, LEVEL, VARIABLE_NAME, VALUE, DATE
FROM financial_data_package.cybersyn.BUREAU_OF_LABOR_STATISTICS_EMPLOYMENT_TIMESERIES AS L
INNER JOIN financial_data_package.cybersyn.GEOGRAPHY_INDEX AS G
    ON L.GEO_ID = G.GEO_ID
WHERE VARIABLE_NAME LIKE '%Hourly Earnings%Leisure and Hospitality: Accommodation and Food Services%' 
AND VARIABLE_NAME LIKE '%seasonally adjusted%Monthly%'
AND DATE > to_date('2010-01-01')
AND GEO_NAME = 'Hawaii'"
"What are the top 7 customers ranked by total sales?","SELECT c.c_name AS customer_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
GROUP BY customer_name
ORDER BY total_sales DESC
LIMIT 7"
"Compare the growth and decline of bank branches by state since the start of the pandemic","WITH pre_covid AS (
    SELECT state_abbreviation,
           COUNT(*) AS pre_covid_count
    FROM financial_data_package.cybersyn.financial_branch_entities
    WHERE start_date <= '2020-03-01'
      AND (end_date >= '2020-03-01' OR end_date IS NULL)
    GROUP BY state_abbreviation
)
SELECT cur.state_abbreviation,
       pre_covid_count,
       COUNT(*)                            AS current_count,
       current_count / pre_covid_count - 1 AS pct_change
FROM financial_data_package.cybersyn.financial_branch_entities AS cur
INNER JOIN pre_covid ON (cur.state_abbreviation = pre_covid.state_abbreviation)
WHERE end_date IS NULL
GROUP BY cur.state_abbreviation, pre_covid_count
ORDER BY pct_change;"
"Sample 10 CFPB customer complaints from the institution with the most number of complaints","SELECT company,
       consumer_complaint_narrative
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  company = (SELECT company
                  FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                  GROUP BY company
                  ORDER BY count(*) desc limit 1) and consumer_complaint_narrative is not null limit 10"
