"question","answer"
"Which domains  had the highest  mobile traffic in 2022 and 2021?","with mobile_visits as (SELECT domain,
                              sum(case when date between '2021-01-01' and
                                            '2021-12-31' then mobile_visits
                                       else 0 end) as mobile_visits_2021,
                              sum(case when date between '2022-01-01' and
                                            '2022-12-31' then mobile_visits
                                       else 0 end) as mobile_visits_2022
                       FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
                       GROUP BY domain)
SELECT domain,
       mobile_visits_2021,
       mobile_visits_2022
FROM   mobile_visits
ORDER BY (mobile_visits_2021 + mobile_visits_2022) desc limit 10;"
"select the top 5 and bottom 5 domains based on  yoy growth rate.","with traffic_data as (SELECT domain,
                             extract(year
                      FROM   cast(date as date)) as year, sum(total_visits) as total_visits
                      FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
                      GROUP BY domain, extract(year
                      FROM   cast(date as date))), yoy_data as (SELECT current_year.domain,
                                                 current_year.year,
                                                 (current_year.total_visits - previous_year.total_visits) / cast(previous_year.total_visits as float) as yoy_growth
                                          FROM   traffic_data as current_year join traffic_data as previous_year
                                                  ON current_year.domain = previous_year.domain and
                                                     current_year.year = previous_year.year + 1), ranked_data as (SELECT domain,
                                                                    avg(yoy_growth) as avg_yoy_growth
                                                             FROM   yoy_data
                                                             GROUP BY domain)
SELECT domain,
       avg_yoy_growth
FROM   ranked_data
ORDER BY avg_yoy_growth desc limit 5;"
"Plot year on year % growth of mobile visits on Alphabet ","SELECT date_trunc('year', to_date(date, 'YYYY-MM-DD')) as year,
       sum(mobile_visits) as mobile_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  company_name ilike '%alphabet%'
   and date_trunc('year', to_date(date, 'YYYY-MM-DD')) between '2010-01-01'
   and '2021-12-31'
GROUP BY date_trunc('year', to_date(date, 'YYYY-MM-DD'))
ORDER BY year;"
"Which domains  had the highest  mobile traffic between 2022 or 2021?","SELECT domain,
       sum(case when date between '2021-01-01' and
                     '2021-12-31' then mobile_visits
                else 0 end) as mobile_visits_2021,
       sum(case when date between '2022-01-01' and
                     '2022-12-31' then mobile_visits
                else 0 end) as mobile_visits_2022,
(mobile_visits_2022 - mobile_visits_2021) / mobile_visits_2021 * 100 as perc_change
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
GROUP BY domain
ORDER BY mobile_visits_2022 desc limit 10"
"which 5 companies have more desktop visits than mobile visits in 2020, rank by highest to lowest desktop views","The corrected SQL query is:

```
SELECT company_name,
       sum(CAST(desktop_visits AS FLOAT)) as desktop_visits,
       sum(CAST(mobile_visits AS FLOAT)) as mobile_visits
FROM s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE date BETWEEN '2020-01-01' AND '2020-12-31'
GROUP BY company_name 
HAVING sum(CAST(desktop_visits AS FLOAT)) > sum(CAST(mobile_visits AS FLOAT))
ORDER BY desktop_visits DESC 
LIMIT 5; 
```

I removed the `SUM` function from the `ORDER BY` clause since it was already used in the `SELECT` clause. This should fix the error."
"Plot year on year % growth and absolute growth of mobile visits on Alphabet ","SELECT date_trunc('year', to_date(date, 'YYYY-MM-DD')) as year,
       (sum(mobile_visits) - lag(sum(mobile_visits), 1) OVER (ORDER BY date_trunc('year', to_date(date, 'YYYY-MM-DD')))) as mobile_growth,
       (sum(mobile_visits) - lag(sum(mobile_visits), 1) OVER (ORDER BY date_trunc('year', to_date(date, 'YYYY-MM-DD')))) / lag(sum(mobile_visits), 1) OVER (ORDER BY date_trunc('year', to_date(date, 'YYYY-MM-DD'))) * 100 as mobile_growth_percentage
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  company_name ilike '%alphabet%'
   and to_date(date, 'YYYY-MM-DD') between '2010-01-01'
   and '2021-12-31'
GROUP BY date_trunc('year', to_date(date, 'YYYY-MM-DD'))
ORDER BY year;"
"select the top 10 fastest-growing or slowest-growing domains based on YoY growth rate","The corrected SQL code is:

```
WITH traffic_data AS (
    SELECT 
        domain,
        EXTRACT(YEAR FROM CAST(date AS DATE)) AS year,
        SUM(total_visits) AS total_visits
    FROM s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
    GROUP BY domain, EXTRACT(YEAR FROM CAST(date AS DATE))
),
yoy_data AS (
    SELECT 
        current_year.domain,
        current_year.year,
        (current_year.total_visits - previous_year.total_visits) / CAST(previous_year.total_visits AS FLOAT) AS yoy_growth
    FROM traffic_data AS current_year
    JOIN traffic_data AS previous_year
    ON current_year.domain = previous_year.domain
    AND current_year.year = previous_year.year + 1
),
ranked_data AS (
    SELECT 
        domain,
        AVG(yoy_growth) AS avg_yoy_growth
    FROM yoy_data
    GROUP BY domain
)
SELECT 
    domain,
    avg_yoy_growth
FROM ranked_data
ORDER BY avg_yoy_growth DESC
LIMIT 10;
```"
"which 2 companies had the highest abolsute mobile visit growth from 2020 to 2021 ?","with mobile_visits as (SELECT company_name,
                              date_trunc('year', to_date(date, 'YYYY-MM-DD')) as year,
                              sum(mobile_visits) as mobile_visits
                       FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
                       WHERE to_date(date, 'YYYY-MM-DD') between '2020-01-01'
                          and '2021-12-31'
                       GROUP BY company_name, year), mobile_visits_growth as (SELECT company_name,
                                                              year,
                                                              mobile_visits,
                                                              lag(mobile_visits) OVER (PARTITION BY company_name
                                                                                       ORDER BY year) as prev_mobile_visits
                                                       FROM   mobile_visits)
SELECT company_name,
       max(mobile_visits - prev_mobile_visits) as max_mobile_growth
FROM   mobile_visits_growth
GROUP BY company_name
ORDER BY max_mobile_growth desc limit 2;"
"Which domains had the highest average visit duration? Limit to the top 100 domains by total traffic","```
SELECT DOMAIN, ROUND(AVG(TOTAL_AVG_VISIT_DURATION),2) AS AVG_DURATION 
FROM S__P_500_BY_DOMAIN_AND_AGGREGATED_BY_TICKERS_SAMPLE.DATAFEEDS.SP_500 
GROUP BY DOMAIN 
ORDER BY SUM(TOTAL_VISITS) DESC 
LIMIT 100
```"
"what are the year on year total visits on Tesla and general mills from 2018 to 2023 ? Convert varchar to date using to date function ","SELECT company_name,
       extract(year
FROM   to_date(date, 'YYYY-MM-DD')) as year, sum(total_visits) as total_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  (company_name ilike '%tesla%'
    or company_name ilike '%general mills%')
   and to_date(date, 'YYYY-MM-DD') between '2018-01-01'
   and '2023-12-31'
GROUP BY company_name, extract(year
FROM   to_date(date, 'YYYY-MM-DD'))
ORDER BY company_name, year;"
"what are mobile visits for total visits for Coca Cola vs Pepsi in year on year from 2010 to 2021 ? Convert date from varchar to date using to date function, Plot it on a line chart with year as x axis ","SELECT company_name,
       date_trunc('year', to_date(date, 'YYYY-MM-DD')) as year,
       sum(total_visits) as total_visits,
       sum(mobile_visits) as mobile_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  (company_name ilike '%coca-cola%'
    or company_name ilike '%pepsi%')
   and date between '2010-01-01'
   and '2021-12-31'
GROUP BY company_name, date_trunc('year', to_date(date, 'YYYY-MM-DD'))
ORDER BY company_name, year;"
"Which are the 5 companies with the biggest difference in terms of desktop and mobile site visits in 2022.","SELECT company_name,
       sum(cast(desktop_visits as float)) as desktop_visits,
       sum(cast(mobile_visits as float)) as mobile_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  date between '2022-01-01'
   and '2022-12-31'
GROUP BY company_name having sum(cast(desktop_visits as float)) > sum(cast(mobile_visits as float))
ORDER BY desktop_visits-mobile_visits desc limit 5;"
"Which domain received the highest amount of traffic on Black Friday in 2022?","SELECT domain,
       sum(total_visits) as total_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  date = '2022-11-25'
GROUP BY domain
ORDER BY total_visits desc limit 1"
"what are mobile visits for Google  from 2010 to 2021  ? Convert date from varchar to date using to date function ","SELECT sum(mobile_visits) as mobile_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  company_name ilike '%google%'
   and to_date(date, 'YYYY-MM-DD') between '2010-12-31'
   and '2021-01-01';"
"what are the year on year total visits on Coca Coal and Pepsi from 2018 to 2021 ? Convert varchar to date using to date function ","SELECT company_name,
       extract(year
FROM   to_date(date, 'YYYY-MM-DD')) as year, sum(total_visits) as total_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  (company_name ilike '%coca-cola%'
    or company_name ilike '%pepsi%')
   and to_date(date, 'YYYY-MM-DD') between '2018-01-01'
   and '2021-12-31'
GROUP BY company_name, extract(year
FROM   to_date(date, 'YYYY-MM-DD'))
ORDER BY company_name, year;"
"select the top 10 fastest-growing or slowest-growing domains based on YoY growth rate ","with traffic_data as (SELECT domain,
                             extract(year
                      FROM   cast(date as date)) as year, sum(total_visits) as total_visits
                      FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
                      GROUP BY domain, extract(year
                      FROM   cast(date as date))), yoy_data as (SELECT current_year.domain,
                                                 current_year.year,
                                                 (current_year.total_visits - previous_year.total_visits) / cast(previous_year.total_visits as float) as yoy_growth
                                          FROM   traffic_data as current_year join traffic_data as previous_year
                                                  ON current_year.domain = previous_year.domain and
                                                     current_year.year = previous_year.year + 1), ranked_data as (SELECT domain,
                                                                    avg(yoy_growth) as avg_yoy_growth
                                                             FROM   yoy_data
                                                             GROUP BY domain)
SELECT domain,
       avg_yoy_growth
FROM   ranked_data
ORDER BY avg_yoy_growth desc limit 10;"
"get the total duration by visits, spent on google.com in 2022 and group by month ","SELECT date_trunc('month', CAST(date AS DATE)) AS month,
       SUM(total_avg_visit_duration * total_visits) AS total_duration
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  domain = 'google.com'
   AND date BETWEEN '2022-01-01' AND '2022-12-31'
GROUP BY month
ORDER BY month ASC;"
"what are different company names ? ","SELECT DISTINCT company_name 
FROM datafeeds.sp_500 "
"what are mobile visits for Google  from 2001 to 2010  ? ","SELECT sum(mobile_visits)
FROM datafeeds.sp_500
WHERE date >= '2001-01-01'
and date <= '2010-01-01'
and company_name ilike '%google%'"
"Show visits to TSLA domains over time","```
SELECT DATE, SUM(TOTAL_VISITS) AS VISITS
FROM S__P_500_BY_DOMAIN_AND_AGGREGATED_BY_TICKERS_SAMPLE.DATAFEEDS.SP_500
WHERE TICKER = 'TSLA'
GROUP BY DATE
ORDER BY DATE ASC
```"
"Which domains had the highest growth in mobile traffic in 2022 and 2021?","Here is the corrected SQL query:

```
SELECT domain,
       CASE 
          WHEN mobile_visits_2020 = 0 THEN NULL 
          ELSE (mobile_visits_2021 - mobile_visits_2020) / mobile_visits_2020 
       END AS mobile_growth
FROM   (SELECT domain,
               sum(case when date between '2020-11-01' and
                             '2020-11-30' then mobile_visits
                        else 0 end) as mobile_visits_2020,
               sum(case when date between '2021-11-01' and
                             '2021-11-30' then mobile_visits
                        else 0 end) as mobile_visits_2021
        FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
        GROUP BY domain) subquery
ORDER BY mobile_growth desc limit 10
```

The error occurred because the initial query was included in the error message."
"which 2 companies have the highest avg visit duration in 2021 ?","SELECT company_name,
       avg(total_avg_visit_duration) as avg_visit_duration
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  date between '2021-01-01'
   and '2021-12-31'
GROUP BY company_name
ORDER BY avg_visit_duration desc limit 2;"
"Which are top 10 domains with the highest mobile traffic in the year 2021 and 2022?","SELECT domain,
       sum(case when date between '2021-01-01' and
                     '2021-12-31' then mobile_visits
                else 0 end) as mobile_visits_2021,
       sum(case when date between '2022-01-01' and
                     '2022-12-31' then mobile_visits
                else 0 end) as mobile_visits_2022
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
GROUP BY domain
ORDER BY (mobile_visits_2021 + mobile_visits_2022) desc limit 10"
"which 3 companies have the highest mobile visit duration in the year 2021 ? ","SELECT company_name,
       avg(total_avg_visit_duration) as avg_visit_duration
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  date between '2021-01-01'
   and '2021-12-31'
GROUP BY company_name
ORDER BY avg_visit_duration desc limit 3;"
"which 5 companies have more desktop visits than mobile visits, rank by highest to lowest desktop views","Here is the corrected SQL query:

```
SELECT company_name,
       sum(desktop_visits) as desktop_visits,
       sum(mobile_visits) as mobile_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
GROUP BY company_name 
HAVING sum(CAST(desktop_visits AS FLOAT)) > sum(CAST(mobile_visits AS FLOAT))
ORDER BY desktop_visits DESC 
LIMIT 5;
```

The error message indicates that the `SUM()` function in the `HAVING` clause cannot be nested. Therefore, I have removed the `SUM()` function from the `ORDER BY` clause and replaced it with just the column name `desktop_visits`."
"retrieve the top 10 domains with the highest total time spent (visits x duration) in 2022, combining desktop and mobile traffic","I'm sorry but I cannot correct the SQL query without seeing it. Can you please provide the SQL query?"
"Plot year on year % growth and absolute growth of mobile visits on Alphabet.","SELECT year,
       mobile_visits - lag(mobile_visits,
                           1) OVER (ORDER BY year) as mobile_visits_growth,
       round((mobile_visits - lag(mobile_visits, 1) OVER (ORDER BY year)) * 100.0 / nullif(lag(mobile_visits, 1) OVER (ORDER BY year), 0),
             2) as mobile_visits_growth_percentage
FROM   (SELECT date_trunc('year', to_date(date, 'YYYY-MM-DD')) as year,
               sum(mobile_visits) as mobile_visits
        FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
        WHERE  company_name ilike '%alphabet%'
           and to_date(date, 'YYYY-MM-DD') between '2010-01-01'
           and '2021-12-31'
        GROUP BY date_trunc('year', to_date(date, 'YYYY-MM-DD'))) subquery
ORDER BY year"
"what are the year on year total visits on Tesla and general mills from 2018 to 2021 ? Convert varchar to date using to date function ","SELECT company_name,
       extract(year
FROM   to_date(date, 'YYYY-MM-DD')) as year, sum(total_visits) as total_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  (company_name ilike '%tesla%'
    or company_name ilike '%general mills%')
   and to_date(date, 'YYYY-MM-DD') between '2018-01-01'
   and '2021-12-31'
GROUP BY company_name, extract(year
FROM   to_date(date, 'YYYY-MM-DD'))
ORDER BY company_name, year;"
"Which domains received the highest amount of traffic on Black Friday in 2021?","SELECT domain,
       sum(total_visits) as total_visits
FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
WHERE  date = '2021-11-26'
GROUP BY domain
ORDER BY total_visits desc"
"What is the percentage change in domains which had the highest  mobile traffic between 2022 and 2021?","with mobile_visits as (SELECT domain,
                              sum(case when date between '2021-11-01' and
                                            '2021-11-30' then mobile_visits
                                       else 0 end) as mobile_visits_2021,
                              sum(case when date between '2022-11-01' and
                                            '2022-11-30' then mobile_visits
                                       else 0 end) as mobile_visits_2022
                       FROM   s__p_500_by_domain_and_aggregated_by_tickers_sample.datafeeds.sp_500
                       GROUP BY domain), top_domains as (SELECT domain,
                                         mobile_visits_2021,
                                         mobile_visits_2022,
                                         rank() OVER (ORDER BY mobile_visits_2022 desc) as rank_2022,
                                         rank() OVER (ORDER BY mobile_visits_2021 desc) as rank_2021
                                  FROM   mobile_visits)
SELECT top 10 t.domain,
       round((t.mobile_visits_2022 - t.mobile_visits_2021) / t.mobile_visits_2021 * 100,
             2) as mobile_traffic_percentage_change
FROM   top_domains t
WHERE  t.rank_2022 <= 10
   and t.rank_2021 <= 10
ORDER BY mobile_traffic_percentage_change desc"
